Gene,H1hESC_rep1,H1hESC_rep2,H9hESC_rep1,H9hESC_rep2,hNSC_rep1,hNSC_rep2
TRAF7,2.485815,2.64305,1.930649,1.711724,3.289009,3.556471
CCL18,1.98603,2.271276,1.819554,1.704846,2.2135,2.475585
ACSL3,3.982641,2.970203,4.672845,4.33871,5.074279,5.187354
PTF1A,1.478097,1.158044,1.371355,1.495251,2.422903,2.122142
ACTN2,4.139235,4.011367,3.592116,3.876186,5.335933,5.375183
TXN2,3.150823,3.08708,2.654638,3.202302,3.078095,3.11462
SPANX-N1,1.838862,1.763658,2.260809,2.150624,2.187302,1.66064
PLAC4,1.842634,1.74912,2.046317,1.735066,2.524274,2.096987
ACRV1,2.114222,2.203144,1.919617,2.039895,1.992205,2.452575
ZP1,1.775743,1.839624,2.242185,2.486126,2.159113,2.39965
GML,1.85466,2.404314,2.179516,2.408636,2.125267,3.362604
UTX,6.742898,6.711892,6.791958,6.90703,6.185006,6.246117
CLEC7A,2.156143,2.007488,1.314023,2.01603,1.695499,1.952712
TMPIT,5.614378,6.15545,5.042112,5.411538,6.838743,6.712797
GPR154,1.47365,1.51619,2.418987,2.095432,1.749941,1.740837
LOC653614,1.574891,2.411097,2.414226,2.077112,2.165469,1.718555
ATP6V1G2,4.851364,4.944767,5.763778,6.031271,6.646035,6.871121
C5ORF21,6.694791,6.659619,6.982313,7.195841,7.861578,8.032313
MED6,9.153205,9.270293,9.286211,9.246049,8.460268,8.530732
CPSF1,7.727734,7.871194,7.750792,7.891644,7.270729,7.409357
MRPS31,8.47031,8.602448,8.268221,8.441587,7.953226,7.800229
EFNB1,3.452212,4.292914,4.467515,4.407073,6.313849,6.183349
HSPA1L,4.187241,4.21878,4.902016,5.009942,5.852521,5.624826
TEKT1,2.241482,2.501811,2.633081,3.075225,2.680646,3.139939
FCHO1,5.801465,5.577186,5.671534,5.760484,3.412581,3.54465
CHD1,7.49888,7.323592,7.964097,7.738291,7.26139,7.133422
RASA3,4.197676,4.15113,4.354031,4.376908,5.948915,5.873309
ZDHHC22,4.669521,4.598039,4.679808,4.945139,4.384723,4.103969
ZNF589,7.972369,8.13711,7.801031,7.658713,5.612074,5.832657
THRA,2.518997,1.527415,2.909971,2.239995,2.3211,2.331314
MGC4618,5.29909,5.459842,4.998861,5.189066,7.228534,7.202521
HERC6,5.876504,5.643002,6.064652,6.195199,2.302226,2.037446
KNS2,7.751282,7.860145,8.300305,8.142237,8.511149,8.487151
LOC653705,4.963363,4.350172,4.25031,3.936143,4.422271,3.876186
RAD9B,2.195262,1.893371,1.38636,1.966911,1.812419,1.999463
MCTP1,2.882244,1.923942,2.391764,3.343918,3.859136,2.674189
ZNF197,5.668593,5.238729,5.506098,5.252614,5.443818,5.494625
CECR5,8.933268,9.125509,9.334271,9.35771,9.171497,9.230433
RALGPS2,2.852072,2.480648,2.915293,1.670093,1.981156,1.952079
C15ORF48,1.829381,1.829782,2.183121,1.440341,1.615567,1.477919
SUHW2,3.970129,3.634381,4.680307,4.188943,3.871004,4.359709
GPR157,1.086181,1.593992,1.155644,1.849142,1.438693,1.693455
FLJ39599,2.973867,2.677983,3.676673,4.148951,3.239213,3.063253
TRIM32,6.786625,6.766554,6.928467,6.930463,7.451374,7.248728
CX40.1,2.054335,1.907536,2.43011,2.100103,1.651155,1.606795
CASK,7.407456,7.350689,7.560124,7.552088,8.70308,8.704504
LSP1,1.472142,3.04598,2.507546,2.157451,2.041026,1.744428
TRIM6,4.235269,4.098575,4.339666,4.710629,1.623209,1.628897
C8ORF15,1.872131,2.282638,2.276127,2.051393,2.280154,2.069168
MGC70863,3.762965,3.65985,3.849381,2.889787,4.762858,4.911562
C2ORF17,6.294171,6.367063,6.048786,6.126268,7.658713,7.560423
LOC347273,5.926711,5.560357,5.325559,5.008362,4.996641,4.772544
DCX,1.668537,1.293771,2.137958,1.639736,2.042166,1.915915
FLJ46385,2.073387,1.677741,1.989211,1.754537,1.764656,1.358793
ACO2,6.919171,7.046621,7.173691,7.220204,7.121866,7.398843
C1ORF58,3.267092,2.27797,3.558212,4.220159,2.572749,2.082477
RANBP2,4.516653,4.67227,5.149331,4.335362,2.973735,2.003331
CLC,2.962375,3.037312,2.675506,2.193615,1.874698,3.677123
LENG8,3.301101,3.138422,1.974522,2.585033,3.851984,4.02215
SCAMP2,4.603802,4.765763,4.358133,4.506155,5.811385,5.795536
LOC653285,1.303711,2.117955,1.678776,1.671609,3.134163,1.612017
KIF7,5.564559,5.719329,5.58984,5.049232,5.340875,5.386862
HNRPH3,8.291709,8.22516,8.492403,8.519623,7.992106,7.848809
TMED2,9.046617,8.952682,8.980795,8.798178,8.870762,8.845892
NFIC,2.342021,2.496928,3.237983,2.013722,2.795462,3.261587
DNMT3A,5.917853,5.212407,5.223763,4.58362,2.818971,2.190658
ZNF447,8.789442,8.831539,8.514993,8.390142,9.32193,9.368162
SCARA3,2.106326,2.039719,2.937216,3.097257,3.533233,3.864232
LOC647649,2.61117,1.915339,2.314036,1.665467,1.661065,1.952617
OTOA,1.688474,2.305815,1.728786,1.72036,2.354227,2.568393
P2RX3,2.930631,2.339561,2.369528,2.242249,3.162757,1.987503
KIAA2010,2.031729,2.561067,1.909634,1.826943,1.299714,1.257681
SLC27A4,1.925294,2.232515,2.260991,2.701215,2.509864,1.904827
NUTF2,6.241557,6.282298,6.108579,6.012706,5.761644,5.716675
TRNT1,2.1392,1.677019,2.074642,3.031076,1.364714,2.311437
TOM1L2,3.871643,3.658109,4.115396,3.122994,4.97784,4.951279
PRDM1,4.826154,4.794169,3.081022,3.554635,2.70728,2.297984
ABR,2.157519,2.002022,1.944161,2.634646,2.279452,3.05494
WDR19,7.050184,7.267069,6.849602,6.671775,7.62413,7.697261
ZCCHC11,7.51232,7.407456,7.586162,7.243469,7.189243,6.997929
PTBP1,11.668944,11.730849,11.900456,11.730849,10.985666,10.905655
MORN1,1.863043,2.202232,2.735788,2.005996,1.228524,2.054858
STK24,10.739613,10.783683,11.371921,11.241352,9.45856,9.465567
RNF138,6.622102,6.70901,6.909424,7.17576,4.518029,4.628983
ZNF502,4.008512,4.232849,2.081925,1.778228,5.533415,5.551697
PCDHGC5,2.398352,2.434961,1.961218,2.077901,3.4723,1.37113
PIK4CA,8.268221,8.291709,8.244526,8.193836,8.670965,8.505249
CASZ1,5.947781,5.687791,5.877734,5.690149,5.430178,5.47258
PHF17,6.333218,6.369574,6.319939,5.954808,4.397095,4.889696
NFAT5,1.313435,1.697356,2.653977,1.526118,2.709417,1.695961
C19ORF25,5.812716,5.937489,6.539183,6.264721,5.61294,5.969014
SLC7A11,4.23088,4.774309,3.313312,3.004459,1.708815,2.252347
PURG,2.965637,2.615318,3.334741,2.652956,3.073345,2.562611
MDM1,2.605328,3.630148,2.865734,2.765519,3.191268,3.121502
KRTAP3-1,1.720462,1.342363,1.557835,1.444672,1.196576,1.761255
C12ORF46,5.571927,4.896865,1.928335,2.019619,4.046178,4.199215
UNQ6411,1.695499,1.353597,1.735128,1.818916,2.393209,2.733485
SLC23A2,2.736463,2.058182,2.16226,1.871634,2.656034,2.226819
INPP4A,1.868432,2.195262,1.6644,3.339321,2.72416,2.088875
UTRN,3.302042,4.44306,3.984513,4.199215,2.408636,2.427092
FLJ14668,8.882871,8.983337,8.789442,8.88964,7.776825,7.933947
RIOK2,7.983984,7.962038,7.943,8.252927,7.337542,7.437854
SPAG11,2.213675,1.318873,2.706078,1.406733,1.437813,2.461577
LOC51255,9.356667,9.35771,9.315294,9.525909,9.072174,8.993488
PLAC8L1,2.759933,2.369239,3.141446,2.94442,2.791219,2.895357
SCGB1A1,2.379644,1.930852,1.581395,2.063278,1.965294,2.382006
SELV,5.796381,6.138124,5.412004,5.910923,2.709798,2.964776
MRPS22,9.028214,9.014796,8.801581,8.955352,9.000681,8.963652
DCLRE1B,3.351331,2.749697,3.229281,2.664148,4.671895,4.703475
PRDM16,1.174249,1.90415,3.606705,1.700906,1.908763,2.471489
SCARF2,4.003428,4.641343,4.882496,4.762858,6.321591,6.239496
TNFSF14,1.939023,1.698078,2.652446,2.021285,2.323375,1.906651
CAPNS1,8.82425,8.982327,8.990194,9.091506,9.836199,9.734894
RPL17,10.407653,10.431206,10.112033,10.595118,9.409184,9.456023
KLK3,1.637845,1.655539,1.87769,2.040389,2.031729,2.054679
TNFAIP1,5.877734,6.097883,6.146714,6.202346,8.205309,8.179253
XKR6,3.720625,3.05701,3.859948,3.68081,2.924956,4.264283
OR5R1,2.041026,2.248622,1.504505,2.131732,2.889008,1.474565
DSG3,1.736354,2.607,1.741657,2.08211,1.626224,1.458331
TSPAN3,8.845287,8.868683,8.924212,9.165592,9.821282,10.019526
RNASE9,1.471684,1.957522,1.697985,1.460457,1.340968,1.454402
RFP,6.601786,6.768786,6.406031,6.236065,6.415002,6.130237
C1ORF124,5.692544,5.784701,5.736746,5.816525,6.352442,6.42425
EIF4B,10.76778,10.754103,11.278064,11.315984,10.553999,10.597595
IFT81,3.691262,4.217599,4.804961,3.923055,5.242134,4.635229
ASAH1,2.80934,2.386805,2.767606,3.094694,2.397448,3.19653
DMRTA1,5.065204,4.861806,5.659977,5.203698,1.849334,2.608141
FLCN,2.505572,2.66613,2.919983,3.064046,4.364229,3.613577
ASB6,2.565941,1.359004,2.315468,2.145641,3.90065,2.088135
ING1,2.629952,2.615808,2.199486,2.682368,2.186208,2.186927
ZMYND12,1.845468,2.138684,3.776374,3.148714,1.937591,1.899902
SIGLEC10,1.182207,1.329575,3.434061,1.531014,1.066257,1.158044
DDX26,7.959617,7.887721,8.398086,8.318234,7.579151,7.655426
ARPC3,10.715604,10.536069,10.499828,10.620146,10.266205,10.285338
KIAA0427,5.397199,5.873874,4.861297,4.773832,6.614209,6.513941
UGT3A2,7.123007,7.384705,6.691862,6.613728,1.625568,2.427321
C6ORF59,3.293129,3.549546,3.42072,2.967569,4.155133,4.861806
TIAM1,5.296483,4.607414,4.540113,4.676153,5.165042,4.981684
SERPINE2,11.306758,11.390039,10.525017,10.484425,10.334831,10.493204
KLHL18,5.372568,5.51529,5.478729,5.283746,4.81365,4.865368
RET,4.498374,4.873366,5.235363,5.212407,3.597231,3.839939
ZNF218,2.488104,2.34948,1.89115,1.481556,2.052823,1.70243
ARRDC2,4.805874,3.86757,4.166474,4.716255,2.175265,2.266603
PRKRIR,8.712757,8.703734,8.951916,8.978856,8.90554,8.969715
GPATC1,5.764216,5.973738,5.827361,5.796785,5.971249,6.227234
METTL3,8.406286,8.434212,8.226095,8.3364,8.074407,8.012407
UPK1A,3.797447,4.164208,6.425195,7.101523,2.050413,2.367609
KIAA1794,6.593403,6.537558,6.223632,6.417146,6.763475,6.440815
C2ORF10,1.288193,2.395424,2.230773,2.67873,1.569271,1.902256
AK2,4.950996,5.566513,3.945078,3.954361,5.325094,5.393396
SC65,7.402435,7.376291,7.354201,7.044266,7.37437,7.382716
DGKD,1.584304,2.758575,2.464499,1.44556,2.296098,2.25294
SARS2,7.858792,7.830264,7.623515,7.638369,6.927702,6.916799
LOC653568,1.473223,1.568904,1.931193,1.522223,1.619614,2.07328
ABHD5,6.536856,6.615454,6.637743,6.672802,4.73842,4.267081
PRLHR,1.485083,1.53089,1.93333,1.542198,1.881198,1.981418
OR2M7,1.462591,2.479324,1.875751,1.365386,1.558694,1.326483
CNNM4,4.464628,5.108589,4.939994,4.60789,4.221754,3.192472
C1ORF178,2.261656,1.610485,1.3955,1.86684,1.575486,1.888524
RFC2,7.008615,7.485286,6.749385,7.18667,6.361412,6.188795
BXDC5,6.764845,6.879585,6.389647,7.088891,6.376428,6.457999
ZNF323,5.003381,5.26376,5.87714,5.522703,5.358428,5.426609
MRPS21,10.666652,10.567818,10.285338,10.488269,9.94,9.782672
DP58,3.431485,2.361252,2.465246,3.676673,2.627431,2.116498
LOC284323,2.081774,1.99108,2.242656,1.884695,2.491815,1.796976
03-Mar,6.563476,6.450088,6.737732,6.848592,6.156726,6.04728
SF3A1,4.086483,3.657073,3.178588,2.674189,3.016907,2.088974
CAPG,4.388033,4.10423,4.795054,4.622345,2.602726,2.908706
TAF1A,4.569415,4.394173,4.999384,4.924451,4.137448,4.41813
GSC,2.087218,3.898991,2.528809,1.99794,2.3398,2.598479
HRASLS,6.125287,6.279074,6.624038,6.575934,5.152429,5.424631
CHST11,1.318441,3.115124,1.928655,2.476109,2.675719,2.604605
ATP2A2,9.007096,9.050329,8.564591,8.654104,9.117121,9.194845
LOC644792,2.293894,2.479642,2.20917,2.609958,2.232206,2.357294
LOC649019,2.336863,1.793885,2.721965,1.96492,2.28124,2.680292
MYL1,1.354813,2.202367,3.113385,2.455702,2.281419,2.715003
ROR1,8.087968,8.131388,8.021296,8.027549,5.722364,5.59588
FBXW7,3.412213,2.344749,2.288439,2.606411,3.06149,3.587585
NUCB2,6.131973,6.348752,6.15991,6.203991,6.623402,6.638679
MMP11,5.487008,5.833467,6.056126,6.048326,5.947295,6.149874
GTF2E1,7.788203,7.816759,8.473179,8.5729,6.833536,6.807796
TRNT1,7.275015,7.170712,7.297548,7.252879,6.580389,6.571982
RPE,1.638707,2.881964,1.627847,1.808309,1.94089,2.734408
ADCY7,3.527106,3.909003,3.84635,3.773204,2.984405,3.275706
ZHX1,3.112099,1.972415,1.742712,3.116113,2.499012,2.179769
LRRIQ1,1.828279,1.912685,1.447688,1.616318,1.408504,2.098383
NAG8,4.467515,5.007079,3.948973,2.70422,4.14577,3.723767
PDE6B,3.886806,4.697661,3.942391,4.386935,4.924451,4.959486
CDC14A,1.707468,2.170747,2.061637,1.669078,2.074642,3.84203
GALNT10,2.488894,1.792771,2.68499,2.548914,2.983078,2.888208
STAB1,2.130914,2.436372,1.602873,1.742712,1.423175,2.525475
CDK5RAP2,7.610966,7.982732,7.914847,7.921243,9.1334,9.262984
RGS1,1.856581,2.604177,2.14559,2.175019,1.649004,1.419646
DHX9,8.399986,8.145276,8.292374,8.084642,7.89451,7.847285
NRF1,3.187707,3.709967,3.471162,3.463684,2.845713,3.928739
NTN2L,1.699935,2.225789,2.418268,1.732596,1.828279,1.694383
KIAA0319L,6.61935,6.502353,6.563476,6.059565,7.086907,6.940051
BRUNOL6,2.313256,2.306443,2.665732,2.883947,2.383484,2.032543
KRTAP19-4,1.859692,1.960447,2.048291,1.901707,2.231325,1.622361
PLAU,7.223261,7.587581,7.202909,7.109631,4.185901,4.866454
TNPO2,9.290716,9.233572,9.031826,8.876837,9.611906,9.724553
C17ORF55,2.188568,1.933176,2.095939,2.379906,1.330507,1.9644
KCNQ1,5.389827,5.462295,5.6771,6.026714,4.56127,4.443963
C1ORF110,2.273782,1.88923,2.240802,1.788913,2.050338,1.289151
SLCO1A2,3.132689,3.935752,4.081275,3.09988,2.010852,2.715406
MYLIP,7.932958,7.780915,8.049482,8.037325,2.493268,2.646262
ZBTB7A,2.221017,1.281047,1.739262,1.698946,3.178332,1.507931
SLC39A10,8.790265,8.817382,8.626994,8.509665,5.634122,5.598526
PNLDC1,1.86239,1.980204,1.606906,1.96354,1.825319,1.645821
CNOT7,8.664702,8.252927,8.634696,8.568703,7.190905,7.17025
STAU,8.687919,8.836439,8.890676,8.764718,7.939206,8.009754
MAPKAPK2,2.51279,2.025989,2.780951,2.61158,3.693715,2.613625
GOT1,8.660905,8.742328,8.706481,8.701974,7.920955,7.8573
ATP10D,2.479467,2.044316,2.314834,1.4965,1.747683,2.324112
USP9X,9.40646,9.425062,10.103392,9.884208,8.161614,8.262005
ADAMTS19,7.228168,7.200905,6.914323,6.828942,2.311159,3.313312
FLJ20186,6.469752,6.225669,5.953331,6.155143,6.412558,6.454486
SLC41A1,6.264721,6.344212,5.743107,5.675409,6.8669,6.839951
ZNF704,2.303722,2.065273,2.495396,2.562869,3.660239,3.500611
MGC33407,2.09201,2.014204,1.439658,1.808714,2.070793,2.346391
TSPAN10,2.328935,2.691364,2.756589,2.583505,4.749112,4.66229
E2F6,7.203525,7.328072,7.77104,7.904137,8.004349,8.044073
KATNAL2,4.524919,4.303296,5.16671,5.951036,3.690024,2.441305
OR2T27,1.985679,1.79916,2.028216,1.830018,2.265032,1.943026
DUPD1,1.767432,2.150737,1.793521,1.7832,1.762897,2.517575
ASAM,5.843397,5.652646,5.697046,5.507445,5.125444,4.787646
PRPF38A,6.564976,6.583489,6.611004,6.541298,6.94993,6.866489
METTL7A,3.615559,3.658697,4.052754,3.591561,5.243358,5.279058
SPOCK2,4.412638,4.005942,3.684325,4.621176,7.687494,7.769584
TSKS,1.473425,1.523004,2.39965,1.935897,2.002559,1.800085
GOSR2,6.295758,6.376428,5.750827,6.146714,6.215525,6.416025
C21ORF57,7.491183,7.537405,7.530502,7.605033,7.864062,7.843913
GFRA2,5.211895,4.694284,4.960438,5.253384,5.194876,5.176721
INDO,6.931317,6.934849,7.373165,7.494425,0.953899,1.585448
DMD,3.975242,3.96865,4.626887,4.539469,4.639777,4.988155
ZMYM3,7.252259,7.452031,7.55957,7.1979,7.017877,7.075522
LTBP1,2.539929,2.37952,2.420008,3.253793,2.655808,2.186045
GLT1D1,2.579635,2.202759,2.645804,1.974037,2.761071,2.224898
CCKAR,2.359592,2.003204,2.063907,2.07812,1.531892,2.064576
RIT1,6.247901,6.028128,5.908172,6.394373,6.930463,6.953022
PTPRS,2.191478,2.27777,2.411207,2.589993,2.231449,2.666384
LOC201175,2.818111,2.510551,2.444073,2.907054,2.609636,2.668605
ASB12,1.802641,1.663296,2.508734,2.165232,2.360278,2.493332
ALDH4A1,7.227738,7.063529,6.782443,6.787387,6.463953,6.351001
C8ORF4,4.598621,3.832246,1.645241,1.557243,5.089745,4.888029
TRPA1,1.867026,2.539446,1.750876,1.248173,1.781976,1.280462
PES1,4.802034,5.117607,4.746016,4.687242,5.160662,4.863392
BNC2,7.57782,7.581174,8.010316,7.978412,2.949519,3.36559
C9ORF157,1.61007,1.900444,1.439863,1.48388,1.724454,1.754081
SEC24D,6.534755,6.438442,6.664232,6.425737,4.609751,3.094694
MYOT,2.328588,2.547927,2.216311,1.466991,2.870075,2.146642
TCEAL8,8.567507,8.651033,8.570937,8.585015,8.133657,8.226779
SALF,3.505405,1.452155,2.419151,2.765768,1.914609,1.72246
TRPC6,4.694716,4.513997,4.9436,4.84764,3.709502,4.246439
ZMPSTE24,9.479967,9.469479,8.88964,8.789442,9.350865,9.389364
CDKN2C,2.525642,2.367366,2.959135,2.292964,4.435989,4.718818
RAB11FIP1,1.773615,1.74284,1.956794,1.565615,2.267296,1.915219
GPR87,1.507175,1.605131,1.917218,2.274497,2.0541,1.8104
IHPK1,3.603736,3.29166,2.288954,3.341501,2.570543,2.656982
RBMS1,1.787744,1.458331,1.971058,1.56843,2.351785,1.284895
FLJ13909,8.320254,8.309432,7.989448,7.78461,6.522502,6.657543
LOC653709,5.792043,5.157896,5.809405,5.764629,3.539513,4.443539
OSBPL2,6.117576,6.11885,5.849425,5.455267,7.345346,7.113073
FGA,7.662116,7.48905,5.490301,5.728379,5.434339,5.452627
EPC2,3.349691,3.788879,3.123446,3.842672,4.721131,4.373209
DUSP5,7.144542,6.839951,6.612416,6.476825,6.040787,6.319939
ZNF304,4.820947,4.622626,4.751988,4.403754,4.322993,4.339135
CGI-96,6.035337,5.573518,6.549211,6.289759,5.39573,5.242528
SNURF,11.831389,11.889377,12.325133,12.340814,9.87937,9.743513
RUVBL1,7.614291,7.804725,7.943723,7.975314,7.579581,7.526087
ARHGEF11,2.299539,1.793147,1.988263,1.544682,1.70203,2.241482
ARMC8,3.042362,1.85848,2.505054,3.362112,2.635122,2.734078
DKFZP564O0823,6.256955,6.200993,5.214115,4.68823,4.259473,4.089427
PAX8,1.974728,2.136884,1.959159,1.913024,1.258953,1.781976
ATCAY,5.554676,4.455514,5.597094,5.143198,4.243811,4.3104
KCNH7,1.990713,1.292738,2.455702,2.604813,2.674515,1.393338
AK5,2.607,2.768129,2.813809,3.038677,1.484503,2.279579
STAC3,2.517309,2.337666,2.956684,2.111271,2.023661,2.594612
LOC387856,3.337474,2.225242,3.851313,3.289509,3.850416,4.266017
CHMP2A,4.650426,4.510782,5.190413,5.172121,6.076078,5.948915
RPS24,11.65171,11.617851,11.617851,11.646776,10.615294,10.953201
WDR4,8.563376,8.488053,8.826582,8.716732,7.794325,7.803441
BHMT,2.121999,3.21169,3.175902,3.035574,2.145692,1.756449
LOC90639,6.239082,6.301598,5.548734,5.396657,6.092921,6.14036
HLA-G,4.17651,3.770462,4.312095,4.767594,3.81206,4.230304
ZYG11B,8.496668,8.282813,8.629351,8.290201,8.982327,8.99637
AZIN1,11.048388,10.836229,11.182914,11.026251,10.094826,9.971722
CCR3,1.859789,2.722134,1.506424,2.014437,1.485466,2.210823
FBXO4,1.979273,1.619484,3.070125,2.337181,6.145131,6.207092
LCE2D,2.296186,1.795099,1.419839,2.818971,2.041391,1.799644
FLJ20186,5.903304,5.697348,4.893261,5.347966,7.036637,6.816858
OR5AT1,1.512875,2.228715,1.552761,2.009258,1.361128,2.098592
TGIF,2.236907,2.187037,2.051176,3.252641,3.305343,2.78589
FLYWCH1,2.401538,3.372333,3.362112,3.799484,3.966181,3.516756
TIMM17A,3.038677,2.875052,2.674958,3.458926,3.169822,4.61556
LOXL2,1.612622,2.66527,1.48877,1.026109,1.583633,1.899537
RPL27,12.800859,12.694964,12.619408,12.867687,12.829108,12.867687
ITGB1BP3,7.280302,7.290687,7.296539,7.29448,1.595712,1.260321
DNM2,6.934234,6.857484,7.072169,6.83915,7.215294,7.220204
SH3MD2,5.831402,5.64388,5.881259,5.620693,6.43522,6.384379
RBP1,7.838193,7.868723,7.131915,7.656661,7.391553,7.37026
VPS13D,3.770793,3.587947,3.194674,3.044938,4.602255,4.643774
LOC650645,1.678163,1.557718,1.839034,2.005731,2.493547,2.176514
SLC26A8,2.797689,2.192311,1.675064,1.735223,1.543362,1.87837
F25965,3.53773,2.821263,2.673341,3.344784,4.244795,4.871113
HECTD3,6.504262,6.09867,6.43522,6.787849,6.726337,6.782443
SLC1A4,2.221137,3.174647,2.678347,1.615856,6.077921,6.110667
TRIM6,7.908911,7.759843,7.686935,7.567124,4.032647,4.036307
MDH1,11.771265,11.682061,11.639915,11.617851,11.041328,11.088024
PSD3,3.596819,2.894457,3.400488,3.127625,4.506155,4.106573
CRIP1,4.091624,4.951827,4.743509,5.819301,3.807043,3.769486
SEMA5A,4.414666,3.932609,3.438839,3.545857,7.714831,7.603904
REPS2,3.689545,3.351331,4.990912,5.317988,1.857368,2.490956
ABLIM3,2.106114,3.236424,1.531014,1.7818,2.671319,2.124117
LMO6,2.894457,3.855077,2.951188,3.877644,3.072518,2.147693
APCDD1,3.449741,4.170593,3.861349,4.096267,8.112841,8.217368
PCDHGC3,2.004735,2.201365,1.970285,2.363329,5.492609,5.59804
HIBCH,8.160531,8.152238,8.144797,8.234466,7.501816,7.587326
ABO,2.674515,2.238974,2.660664,2.007204,1.943236,1.947857
NALP10,1.976884,1.640734,2.134074,1.876531,2.504525,1.974217
NFASC,1.531892,2.028719,1.502242,2.340251,2.902961,1.892029
FILIP1,5.98945,6.072763,7.129468,7.291968,2.691364,2.549141
STARD6,1.590422,1.36502,1.595433,1.452925,1.258014,2.121544
ABR,3.161038,2.645549,2.678885,2.259289,2.262359,2.139894
ARSK,5.56767,5.107426,5.340875,5.475302,5.128169,4.765475
PPIL6,2.210823,2.589834,2.723706,1.710393,3.75596,3.055956
C6ORF70,5.199948,5.426609,5.284176,5.419821,6.163143,6.273003
SOCS6,3.215527,3.4592,2.620386,2.719945,3.835011,2.641565
ZNF533,4.023023,4.540876,4.842781,5.035676,2.113957,2.11923
STARD3,4.959924,4.919926,4.529076,5.258126,5.006343,5.29138
PTPRU,3.575233,3.085414,3.353512,3.780271,2.324782,1.556167
ADAT1,6.837208,7.067539,6.641272,6.582517,7.213404,7.301715
FMR1NB,2.096201,1.968009,2.289855,1.559258,1.990131,2.059678
C1ORF69,2.863166,2.852292,4.524919,4.381746,4.953811,4.944767
MEOX1,2.102458,2.071252,1.647724,2.1186,1.77875,1.845388
C19ORF23,2.350893,2.477347,2.704798,1.772931,3.057844,3.285138
C8ORF46,1.571761,2.240678,2.284194,2.586382,4.023023,4.117559
ACTR3,7.065412,7.17675,7.37578,7.119605,6.429449,6.127415
RNF168,2.659208,3.751258,2.063021,2.314613,2.303333,2.473452
KRTAP10-5,1.701595,2.517575,2.420672,1.814338,2.345193,2.14559
TSNAXIP1,2.14596,2.430074,2.64256,3.126014,3.767696,3.048798
SAE1,11.634983,11.598912,11.810324,11.996357,11.73582,11.715691
CCL20,3.407518,3.424212,3.200235,2.62981,2.081925,1.867207
NUBP2,6.183776,6.117576,6.293347,5.965927,6.551533,6.564976
EREG,2.14475,1.813885,1.282019,2.427984,1.947857,2.369638
SGCD,1.827763,2.211211,2.822724,2.041725,3.112099,2.82495
ALKBH5,10.347397,10.16345,10.860613,10.816906,10.69814,10.709416
GUSBL2,5.260724,4.617612,4.606524,4.586369,4.318255,3.278972
CPA6,1.305744,1.472142,1.537193,1.823921,1.837769,1.879288
SULT1A1,3.089363,2.012421,2.869812,1.394658,3.82862,2.376386
